Apellido,Nombre,Equipo,Partidos_Jugados,Sets_Jugados,Puntos_Jugados,Break_Points,G-P,Error_Saque,Saque_Facil,Saque_Mediopunto,Saque_Negativo,Saque_Positivo,Saque_Punto,Error_Recepcion,Recepcion_Facil,Recepcion_Vendida,Recepcion_Negativa,Recepcion_Positiva,Recepcion_Perfecta,Eficacia_Recepcion_porcentaje,Recepciones_Perfectas_porcentaje,Error_Ataque,Ataque_Facil,Ataque_Bloqueado,Ataque_Negativo,Ataque_Positivo,Ataque_Punto,Eficacia_Ataques_punto,Error_Bloqueo,Bloqueo_Facil,Contacto_Red,Bloqueo_Negativo,Bloqueo_Positivo,Bloqueo_Punto,Temp,Efectividad_Saque_porcentaje,Efectividad_Bloqueo_porcentaje,Coef_Efec_Puntos,Coef_jugado,Temp_prox,Equipo_prox
Bulgarella,Sofía,Haro_Rioja,21,81,277,91,156,45,29,5,73,34,12,2,0,0,2,0,1,0.2,0.2,33,3,41,63,74,208,0.49,36,7,0,45,20,57,18/19,0.06060606060606061,0.34545454545454546,13.19047619047619,0.9759036144578314,19/20,Haro_Rioja
Burgo Durán,Ainara,Emeve,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,18/19,0.0,0.0,0.0,0.012048192771084338,19/20,
Cabrera Cobos,Belén,Elche,20,75,0,0,-30,0,0,0,0,0,0,30,18,21,134,133,232,0.64,0.41,0,0,0,0,0,0,0.0,0,0,0,0,0,0,18/19,,0.0,0.0,0.8928571428571429,19/20,
Calabuig Ruzafa,Patricia,Madrid_Chamberi,22,87,202,81,130,26,25,11,115,79,5,0,0,0,1,2,2,0.8,0.4,24,10,22,146,69,152,0.36,28,9,0,13,10,45,18/19,0.019157088122605363,0.42857142857142855,9.181818181818182,1.0116279069767442,19/20,Madrid_Chamberi
Calvo,Laura,Madrid_Chamberi,22,59,2,2,-1,3,6,1,29,10,2,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,18/19,0.0392156862745098,0.0,0.09090909090909091,0.686046511627907,19/20,
Cardona,Alba,Avarca_de_Menorca,22,72,102,37,59,7,1,7,71,72,8,1,0,0,2,1,1,0.4,0.2,17,3,18,105,33,89,0.34,10,0,0,0,3,5,18/19,0.04819277108433735,0.2777777777777778,4.636363636363637,0.8674698795180723,19/20,
Caro García,Mabel,Barça,27,88,197,78,131,22,3,7,150,102,14,0,0,0,2,1,0,0.33,0.0,25,1,19,76,40,128,0.44,54,1,0,13,33,55,18/19,0.04697986577181208,0.3525641025641026,7.296296296296297,1.0232558139534884,19/20,Barça
Carpintero Gómez,Paula,Madrid_Chamberi,20,79,254,93,49,26,23,12,129,83,14,34,7,20,111,59,132,0.53,0.36,76,6,69,231,105,224,0.32,7,2,0,4,4,16,18/19,0.04878048780487805,0.48484848484848486,12.7,0.9186046511627907,19/20,Madrid_Chamberi
Castellano Engo,Lucrecia,CCO_7_PALMAS,12,32,52,24,24,15,11,3,19,22,3,1,0,0,2,1,0,0.25,0.0,5,0,7,14,13,31,0.44,21,0,1,7,13,18,18/19,0.0410958904109589,0.3050847457627119,4.333333333333333,0.3902439024390244,19/20,CCO_7_PALMAS
Cengotitabengoa,Ane,Haro_Rioja,16,55,130,35,56,18,19,9,48,22,10,1,0,0,0,0,0,0.0,0.0,37,2,18,51,54,110,0.4,14,0,0,8,7,10,18/19,0.07936507936507936,0.2564102564102564,8.125,0.6626506024096386,19/20,Haro_Rioja
Costa Aragón,Danira,Logroño,19,35,23,17,12,7,1,3,37,25,10,1,0,0,0,0,1,0.5,0.5,2,1,1,1,4,8,0.47,10,1,0,0,4,5,18/19,0.12048192771084337,0.25,1.2105263157894737,0.4861111111111111,19/20,Logroño
Cruz Neto,Neusa Muhala,Avarca_de_Menorca,21,63,151,60,91,29,3,10,49,52,14,1,0,0,1,5,0,0.71,0.0,14,0,16,70,33,103,0.44,54,0,0,14,11,34,18/19,0.08917197452229299,0.3008849557522124,7.190476190476191,0.7590361445783133,19/20,Avarca_de_Menorca
Da Silva,Daniella,Logroño,25,83,317,118,211,25,12,10,142,103,7,1,0,0,1,0,0,0.0,0.0,44,1,36,244,121,277,0.38,32,1,0,9,30,33,18/19,0.023411371237458192,0.3142857142857143,12.68,1.1527777777777777,19/20,Logroño
de Aquino,Priscila Kessi,Elche,22,84,375,113,169,45,9,10,80,100,16,1,0,1,1,2,1,0.5,0.17,90,37,70,325,84,337,0.36,40,18,0,6,25,22,18/19,0.06153846153846154,0.1981981981981982,17.045454545454547,1.0,19/20,
De Blas Jimeno,Alicia,Alcobendas,24,90,238,107,142,33,12,24,93,86,21,2,1,0,0,1,1,0.4,0.2,25,7,36,97,57,166,0.43,62,26,1,11,30,51,18/19,0.07806691449814127,0.2833333333333333,9.916666666666666,1.1111111111111112,19/20,Haro_Rioja
De las Heras Abad,Silvia,Madrid_Chamberi,21,81,1,0,-27,0,0,0,0,0,0,28,8,37,114,117,252,0.66,0.45,0,0,0,1,0,1,0.5,0,0,0,0,0,0,18/19,,0.0,0.047619047619047616,0.9418604651162791,19/20,
de León López,Nuria,Madrid_Chamberi,7,17,18,3,5,1,2,0,6,4,0,0,0,0,0,0,0,0.0,0.0,7,2,5,21,7,16,0.28,6,2,0,0,2,2,18/19,0.0,0.16666666666666666,2.5714285714285716,0.19767441860465115,19/20,
Delor López,Catalina,Logroño,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,18/19,0.0,0.0,0.0,0.013888888888888888,19/20,
Dias de Lima,Flavia,Libby's_La_Laguna,25,92,239,90,164,22,7,8,138,108,12,0,0,1,7,10,10,0.71,0.36,25,2,28,46,109,168,0.44,21,8,0,12,16,59,18/19,0.04067796610169491,0.5086206896551724,9.56,1.1358024691358024,19/20,
Diaz Lozano,Raquel,Alcobendas,23,85,0,0,-23,0,0,0,0,0,0,23,7,19,81,120,199,0.71,0.44,0,0,0,0,0,0,0.0,0,0,0,0,0,0,18/19,,0.0,0.0,1.0493827160493827,19/20,
Diouf,Mame,Libby's_La_Laguna,25,92,274,119,161,47,5,3,84,86,12,2,0,2,3,6,2,0.53,0.13,41,6,23,46,84,166,0.45,32,2,1,5,10,96,18/19,0.05063291139240506,0.6620689655172414,10.96,1.1358024691358024,19/20,Libby's_La_Laguna
Elizaga,Sofía,Alcobendas,24,90,282,123,113,42,23,13,108,110,15,35,24,36,131,168,250,0.65,0.39,60,21,32,261,84,239,0.34,52,12,4,6,15,28,18/19,0.04823151125401929,0.24778761061946902,11.75,1.1111111111111112,19/20,Alcobendas
Escamilla Serrano,Ana,Barça,28,108,458,227,211,56,7,22,116,175,39,33,7,23,152,200,281,0.69,0.4,93,0,65,281,99,379,0.41,45,0,0,9,11,40,18/19,0.09397590361445783,0.38095238095238093,16.357142857142858,1.255813953488372,19/20,
Esteban Calvo,Sara,Haro_Rioja,19,63,156,51,64,12,18,8,77,19,5,1,0,0,0,0,0,0.0,0.0,50,6,29,113,80,131,0.32,20,3,0,5,10,20,18/19,0.03597122302158273,0.3448275862068966,8.210526315789474,0.7590361445783133,19/20,
Etxebarria,Aida,Haro_Rioja,21,79,223,96,72,32,25,9,127,54,22,22,8,21,75,106,205,0.71,0.47,71,5,26,178,165,173,0.28,28,3,0,14,9,28,18/19,0.08178438661710037,0.34146341463414637,10.619047619047619,0.9518072289156626,19/20,Haro_Rioja
Evans,Ashley Teresa,Logroño,27,88,71,38,23,36,17,3,169,101,10,1,0,0,1,0,0,0.0,0.0,4,0,7,24,12,35,0.43,52,1,0,8,18,26,18/19,0.02976190476190476,0.24761904761904763,2.6296296296296298,1.2222222222222223,19/20,
Felinski,Courtney Reigh,CCO_7_PALMAS,4,7,10,5,2,0,1,0,10,8,3,3,0,6,10,4,9,0.41,0.28,1,1,4,9,1,6,0.27,5,0,0,0,0,1,18/19,0.13636363636363635,0.16666666666666666,2.5,0.08536585365853659,19/20,
Fernández Gayoso,Jimena,Dos_Hermanas,20,50,122,40,15,9,3,3,35,46,9,29,4,18,64,57,38,0.45,0.18,39,3,30,142,35,108,0.3,8,1,1,1,3,5,18/19,0.08571428571428572,0.2777777777777778,6.1,0.6329113924050633,19/20,Dos_Hermanas
Fernández Lara,Aitana,Emeve,21,66,20,10,-2,17,3,8,47,47,4,0,0,1,2,0,2,0.4,0.4,3,3,2,21,6,7,0.17,11,5,1,1,8,9,18/19,0.031746031746031744,0.2647058823529412,0.9523809523809523,0.7951807228915663,19/20,
Figueroa Arroyo,María,Dos_Hermanas,22,79,67,37,39,20,14,15,90,137,20,2,0,0,1,1,0,0.25,0.0,1,2,5,28,5,26,0.39,14,4,0,5,5,21,18/19,0.06756756756756757,0.42857142857142855,3.0454545454545454,1.0,19/20,Dos_Hermanas
Folgueira Fernandez,Sara,CCO_7_PALMAS,22,80,292,127,146,45,25,14,95,77,20,0,0,0,4,1,0,0.2,0.0,50,4,51,173,75,252,0.42,37,2,0,21,18,20,18/19,0.07246376811594203,0.20408163265306123,13.272727272727273,0.975609756097561,19/20,CCO_7_PALMAS
García Aguirre,Aitana,Sant_Cugat,17,50,0,0,-24,0,0,0,0,0,0,23,8,14,45,83,84,0.65,0.33,1,0,0,0,0,0,0.0,0,0,0,0,0,0,18/19,,0.0,0.0,0.5952380952380952,19/20,Sant_Cugat
García Barcelo,María,Sant_Cugat,14,32,16,7,-11,4,2,2,16,19,2,6,1,1,9,8,11,0.53,0.31,5,5,12,30,28,12,0.13,5,0,0,3,1,2,18/19,0.044444444444444446,0.18181818181818182,1.1428571428571428,0.38095238095238093,19/20,
García Conrado,Carlota,Dos_Hermanas,22,79,151,65,96,21,11,10,102,80,9,1,1,0,1,2,0,0.4,0.0,17,4,16,76,29,91,0.39,24,13,0,11,14,51,18/19,0.03862660944206009,0.45132743362831856,6.863636363636363,1.0,19/20,Avarca_de_Menorca
García López,Paula,Sant_Cugat,21,72,114,44,55,32,4,6,68,94,13,1,0,0,2,2,2,0.57,0.29,11,6,15,69,33,75,0.36,38,15,0,3,16,26,18/19,0.059907834101382486,0.2653061224489796,5.428571428571429,0.8571428571428571,19/20,Sant_Cugat
García Pérez,Marta,Barça,23,56,57,28,15,9,4,6,39,76,4,13,0,8,32,54,49,0.66,0.31,15,0,5,69,21,47,0.3,10,1,0,0,2,6,18/19,0.028985507246376812,0.3157894736842105,2.4782608695652173,0.6511627906976745,19/20,
García Vega,Alba,Dos_Hermanas,21,48,8,2,-4,7,2,2,25,36,2,1,0,0,0,2,0,0.67,0.0,2,2,2,14,1,5,0.19,2,0,0,0,1,1,18/19,0.02702702702702703,0.25,0.38095238095238093,0.6075949367088608,19/20,Dos_Hermanas
Goas Durante,Raquel,Madrid_Chamberi,13,21,1,0,-10,0,0,0,0,0,0,11,1,3,17,14,50,0.67,0.52,0,0,0,0,0,1,1.0,0,0,0,0,0,0,18/19,,0.0,0.07692307692307693,0.2441860465116279,19/20,Madrid_Chamberi
Gómez,Rocio,Barça,28,105,396,138,214,29,5,24,132,142,21,4,0,2,4,5,7,0.55,0.32,108,1,41,276,93,342,0.4,42,2,0,10,18,33,18/19,0.059490084985835696,0.3142857142857143,14.142857142857142,1.2209302325581395,19/20,Socuellamos
Gomila Perello,María Antonia,Avarca_de_Menorca,22,82,0,0,-21,0,0,0,0,0,0,21,6,17,96,111,222,0.7,0.47,0,0,0,1,0,0,0.0,0,0,0,0,0,0,18/19,,0.0,0.0,0.9879518072289156,19/20,Avarca_de_Menorca
Gonzalez Fernandez,Helia,Logroño,21,66,186,101,48,49,10,15,93,44,11,26,11,12,44,87,110,0.68,0.38,25,2,38,146,68,158,0.36,23,0,0,8,16,17,18/19,0.04954954954954955,0.265625,8.857142857142858,0.9166666666666666,19/20,Logroño
González Leones,Eliana Aylen,Emeve,22,83,0,0,-23,0,0,0,0,0,0,23,5,36,95,129,274,0.72,0.49,0,0,0,0,0,0,0.0,0,0,0,0,0,0,18/19,,0.0,0.0,1.0,19/20,Dos_Hermanas
Grima Ruiz,Anna,Barça,18,35,55,27,27,10,3,5,47,47,4,1,0,1,2,1,0,0.2,0.0,13,0,4,33,9,36,0.38,16,2,0,6,5,15,18/19,0.034482758620689655,0.3409090909090909,3.0555555555555554,0.4069767441860465,19/20,Barça
Gritzbach,Fernanda,Logroño,26,88,302,140,234,29,12,12,139,74,12,0,0,0,2,1,6,0.78,0.67,19,0,20,112,49,209,0.51,70,3,0,31,62,81,18/19,0.04316546762589928,0.32793522267206476,11.615384615384615,1.2222222222222223,19/20,Logroño
Guilabert Navarro,Mireia,Elche,19,50,7,6,-3,9,2,6,9,17,5,0,0,0,1,0,1,0.5,0.5,1,0,0,3,1,1,0.17,0,0,0,0,2,1,18/19,0.10416666666666667,0.3333333333333333,0.3684210526315789,0.5952380952380952,19/20,
Hernández Figueroa,Claudia,CCO_7_PALMAS,13,35,0,0,-5,5,10,1,6,11,0,0,0,3,6,7,18,0.74,0.53,0,0,0,0,0,0,0.0,0,0,0,0,0,0,18/19,0.0,0.0,0.0,0.4268292682926829,19/20,CCO_7_PALMAS
Hernández Padilla,Sara,Libby's_La_Laguna,14,37,5,3,-5,9,1,0,34,27,3,0,0,0,0,0,0,0.0,0.0,1,0,0,4,6,2,0.15,3,0,0,1,1,0,18/19,0.04054054054054054,0.0,0.35714285714285715,0.4567901234567901,19/20,Libby's_La_Laguna
Hruska,Kathleen,Avarca_de_Menorca,22,76,135,51,82,18,7,10,96,90,11,1,0,0,1,0,0,0.0,0.0,16,3,18,80,44,100,0.38,18,3,0,11,15,24,18/19,0.04741379310344827,0.3380281690140845,6.136363636363637,0.9156626506024096,19/20,
Jiménez Gallego,María,Elche,10,28,34,15,13,14,3,4,27,36,5,1,0,0,3,2,1,0.43,0.14,4,4,2,14,4,18,0.39,13,9,0,2,11,11,18/19,0.056179775280898875,0.2391304347826087,3.4,0.3333333333333333,19/20,
Jofre Guasch,María Assumpta,Avarca_de_Menorca,20,50,3,3,-1,4,0,1,25,30,3,0,0,0,0,1,0,1.0,0.0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,18/19,0.047619047619047616,0.0,0.15,0.6024096385542169,19/20,Avarca_de_Menorca
Julían Ponte,Sara,Sant_Cugat,22,84,280,104,116,23,9,17,118,109,9,27,30,28,124,116,107,0.52,0.25,67,20,47,273,92,259,0.34,31,8,0,9,10,12,18/19,0.031578947368421054,0.17142857142857143,12.727272727272727,1.0,19/20,Sant_Cugat
Koehler Borras,Alba,Barça,3,6,0,0,-1,1,0,2,1,3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,3,0,0,0.0,0,0,0,0,2,0,18/19,0.0,0.0,0.0,0.06976744186046512,19/20,Sant_Cugat
Koga,Ingrid,Elche,22,84,196,78,132,19,15,14,104,93,10,0,0,2,3,2,1,0.38,0.13,19,18,26,105,35,142,0.41,54,25,0,5,30,44,18/19,0.0392156862745098,0.27848101265822783,8.909090909090908,1.0,19/20,
Kranda,Brooke Allison,Alcobendas,23,87,437,189,277,41,14,21,122,112,40,1,0,0,0,0,0,0.0,0.0,63,14,55,308,79,349,0.4,42,12,0,4,9,48,18/19,0.11428571428571428,0.41739130434782606,19.0,1.0740740740740742,19/20,Libby's_La_Laguna
Llabres Herrera,Patricia,Logroño,24,80,0,0,-10,0,0,0,0,0,0,10,16,7,49,115,196,0.79,0.5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,18/19,,0.0,0.0,1.1111111111111112,19/20,Logroño
Lledo García,Lia,Elche,19,44,37,18,-8,16,4,2,17,21,6,8,7,8,29,31,27,0.53,0.25,11,4,10,56,18,26,0.21,5,5,0,0,9,5,18/19,0.09090909090909091,0.20833333333333334,1.9473684210526316,0.5238095238095238,19/20,
Llorens Fernández,Cristina,Elche,22,83,216,77,63,25,19,15,124,86,13,37,21,15,135,118,215,0.62,0.4,64,22,27,272,50,200,0.31,32,8,0,5,10,3,18/19,0.04609929078014184,0.05172413793103448,9.818181818181818,0.9880952380952381,19/20,Avarca_de_Menorca
López Alvite,Uxía,Emeve,1,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,18/19,0.0,0.0,1.0,0.024096385542168676,19/20,
Lorenzo Santos,Paula,Emeve,1,4,0,0,-1,0,1,0,2,3,0,1,0,0,1,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,18/19,0.0,0.0,0.0,0.04819277108433735,19/20,
Maldonado Baldassarre,Camila,Barça,28,102,250,117,163,32,11,15,148,136,21,1,0,2,2,1,3,0.44,0.33,34,0,20,115,57,148,0.4,46,5,0,28,26,81,18/19,0.05785123966942149,0.43548387096774194,8.928571428571429,1.186046511627907,19/20,Sant_Cugat
Mansilla,Sofía,Alcobendas,4,15,19,8,10,6,0,1,13,22,3,0,0,0,0,0,0,0.0,0.0,1,2,2,7,4,13,0.45,9,1,0,0,0,3,18/19,0.06666666666666667,0.23076923076923078,4.75,0.18518518518518517,19/20,Alcobendas
Manzano Romero,Saray,CCO_7_PALMAS,22,81,302,147,59,69,17,14,76,66,19,35,26,42,113,159,272,0.67,0.42,80,3,59,169,80,250,0.39,33,2,0,9,16,33,18/19,0.07279693486590039,0.3548387096774194,13.727272727272727,0.9878048780487805,19/20,CCO_7_PALMAS
Martínez García,Patricia,Haro_Rioja,1,1,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,18/19,0.0,0.0,0.0,0.012048192771084338,19/20,
Martínez Vela,Paola,Dos_Hermanas,21,75,313,115,136,39,7,8,79,90,19,13,9,7,23,38,21,0.53,0.19,68,6,57,212,96,267,0.38,19,5,1,8,3,27,18/19,0.07851239669421488,0.43548387096774194,14.904761904761905,0.9493670886075949,19/20,Haro_Rioja
Martínez Watkinson,Carolina,CCO_7_PALMAS,8,20,22,10,-1,9,8,2,9,16,3,6,0,4,28,21,25,0.55,0.3,5,0,3,18,18,16,0.27,10,0,0,8,4,3,18/19,0.06382978723404255,0.12,2.75,0.24390243902439024,19/20,
Matamoros,Natalia,Sant_Cugat,11,32,57,27,6,14,1,3,18,26,5,10,5,19,42,34,56,0.54,0.34,15,8,12,59,33,49,0.28,5,1,0,1,2,3,18/19,0.07462686567164178,0.25,5.181818181818182,0.38095238095238093,19/20,Sant_Cugat
McKinzie,Amanda,Sant_Cugat,6,20,64,26,33,6,1,1,21,27,2,7,8,4,16,33,61,0.73,0.47,11,3,7,54,30,58,0.36,4,1,0,1,4,4,18/19,0.034482758620689655,0.2857142857142857,10.666666666666666,0.23809523809523808,19/20,
Medina Chacoa,Winderlys Gisel,Dos_Hermanas,7,26,104,45,55,6,2,3,39,26,5,8,3,14,37,62,105,0.73,0.46,18,2,17,79,28,95,0.4,5,0,0,1,1,4,18/19,0.06172839506172839,0.36363636363636365,14.857142857142858,0.3291139240506329,19/20,Dos_Hermanas
Menarguez Flores,Rocio,Elche,19,52,62,31,23,25,2,4,56,49,9,0,0,0,0,0,0,0.0,0.0,7,7,7,34,10,29,0.31,21,20,0,3,11,24,18/19,0.06206896551724138,0.3037974683544304,3.263157894736842,0.6190476190476191,19/20,
Michele Savard,Vicky Marie,Logroño,25,81,303,139,144,54,15,9,122,88,17,23,12,16,112,98,132,0.59,0.34,48,3,34,182,75,257,0.43,27,2,0,3,12,29,18/19,0.05573770491803279,0.3972602739726027,12.12,1.125,19/20,Libby's_La_Laguna
Mims,Taylor,Libby's_La_Laguna,9,34,137,43,82,19,8,3,62,43,8,0,0,0,1,1,2,0.75,0.5,25,0,11,48,81,114,0.41,6,0,0,1,2,15,18/19,0.055944055944055944,0.625,15.222222222222221,0.41975308641975306,19/20,
Monzón,Laura,Haro_Rioja,15,32,39,18,12,14,6,6,48,27,3,1,0,0,2,1,0,0.25,0.0,10,0,2,14,13,24,0.38,19,0,0,19,5,12,18/19,0.028846153846153848,0.21818181818181817,2.6,0.3855421686746988,19/20,
Muller,Sabrina,Avarca_de_Menorca,16,58,135,44,70,29,0,13,39,56,8,2,0,1,2,0,0,0.0,0.0,20,5,14,66,34,96,0.41,25,10,0,22,15,31,18/19,0.05517241379310345,0.30097087378640774,8.4375,0.6987951807228916,19/20,
Murray,Hailey Dolores,Alcobendas,21,76,200,72,140,23,20,8,140,102,11,0,0,0,0,2,0,1.0,0.0,15,5,22,80,31,160,0.51,38,9,3,5,15,29,18/19,0.03618421052631579,0.3020833333333333,9.523809523809524,0.9382716049382716,19/20,
Naranjo Martin,Laura,Libby's_La_Laguna,25,92,0,0,-22,0,0,0,0,0,0,22,5,12,60,144,230,0.79,0.49,0,0,0,0,0,0,0.0,0,0,0,0,0,0,18/19,,0.0,0.0,1.1358024691358024,19/20,CCO_7_PALMAS
Nieto Infante,Alicia,Dos_Hermanas,5,12,0,0,-8,0,0,0,0,0,0,8,0,2,8,23,19,0.7,0.32,0,0,0,1,0,0,0.0,0,0,0,0,0,0,18/19,,0.0,0.0,0.1518987341772152,19/20,
Nosach,Eugenia,Emeve,2,6,22,5,12,1,1,0,10,4,0,1,6,2,14,9,12,0.48,0.27,4,2,4,18,8,19,0.35,1,0,0,0,1,3,18/19,0.0,0.6,11.0,0.07228915662650602,19/20,
Nsunguimina Meñana,Bely Bella,Libby's_La_Laguna,25,93,263,112,75,65,4,9,131,89,33,29,6,21,86,156,237,0.73,0.44,53,3,41,118,178,202,0.34,17,2,1,3,5,28,18/19,0.09969788519637462,0.509090909090909,10.52,1.1481481481481481,19/20,
Olalla Gómez,Alejandra,Madrid_Chamberi,22,87,198,81,115,30,25,15,82,76,20,2,0,0,0,2,2,0.67,0.33,27,2,24,90,57,146,0.42,27,3,0,15,10,32,18/19,0.08064516129032258,0.367816091954023,9.0,1.0116279069767442,19/20,Madrid_Chamberi
Orozco Andreu,Mireia,Sant_Cugat,22,85,248,87,99,25,14,17,95,122,15,16,4,8,43,31,36,0.49,0.26,62,26,46,241,100,211,0.31,24,13,0,7,9,22,18/19,0.052083333333333336,0.29333333333333333,11.272727272727273,1.0119047619047619,19/20,Sant_Cugat
Palma Gato,Raquel,Elche,20,71,97,26,-20,18,14,13,72,57,4,20,18,14,80,79,109,0.59,0.34,38,25,41,179,38,89,0.22,18,3,0,2,10,4,18/19,0.02247191011235955,0.10810810810810811,4.85,0.8452380952380952,19/20,
Paradela Cortón,Julia,Emeve,3,4,0,0,-1,0,0,0,2,2,0,0,0,0,0,0,0,0.0,0.0,0,0,1,2,1,0,0.0,0,0,0,0,0,0,18/19,0.0,0.0,0.0,0.04819277108433735,19/20,
Pejkovic,Iva,Logroño,27,86,205,100,158,24,10,13,171,83,14,2,0,0,2,2,3,0.56,0.33,6,0,15,71,40,123,0.48,46,6,0,19,35,68,18/19,0.044444444444444446,0.39080459770114945,7.592592592592593,1.1944444444444444,19/20,Logroño
Perdomo Ramírez,Omaira,CCO_7_PALMAS,7,16,19,11,13,3,2,0,10,10,2,0,0,0,0,0,1,1.0,1.0,2,0,1,9,5,11,0.39,6,0,0,2,3,6,18/19,0.07407407407407407,0.35294117647058826,2.7142857142857144,0.1951219512195122,19/20,CCO_7_PALMAS
Pérez Cebollada,Paula,Madrid_Chamberi,20,78,204,71,67,13,16,9,81,66,9,8,1,4,27,11,22,0.45,0.3,66,5,50,211,88,179,0.3,28,2,0,7,10,16,18/19,0.04639175257731959,0.25396825396825395,10.2,0.9069767441860465,19/20,Madrid_Chamberi
Pérez,Nira,CCO_7_PALMAS,21,76,0,0,-15,0,0,0,0,0,0,14,4,9,59,82,154,0.73,0.48,0,0,1,0,0,0,0.0,0,0,0,0,0,0,18/19,,0.0,0.0,0.926829268292683,19/20,Libby's_La_Laguna
Pérez Palacios,Ana,Haro_Rioja,8,13,3,2,-4,7,5,0,3,1,2,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,1,0.5,0,0,0,0,0,0,18/19,0.1111111111111111,0.0,0.375,0.1566265060240964,19/20,Haro_Rioja
Piza,Margalida,Alcobendas,13,40,0,0,-2,0,0,0,0,0,0,2,4,5,7,19,6,0.58,0.14,0,0,0,0,0,0,0.0,0,0,0,0,0,0,18/19,,0.0,0.0,0.49382716049382713,19/20,Alcobendas
Pizarro Hernández,Alba,Emeve,17,39,21,8,-4,4,0,0,15,10,0,1,0,1,3,0,0,0.0,0.0,13,0,7,37,19,21,0.22,2,1,0,1,5,0,18/19,0.0,0.0,1.2352941176470589,0.46987951807228917,19/20,
Plasencia Boquez,Javiera,CCO_7_PALMAS,16,39,8,3,-2,4,21,6,29,36,2,2,0,0,0,0,1,0.33,0.33,1,0,3,4,1,6,0.4,8,0,0,7,7,0,18/19,0.02040816326530612,0.0,0.5,0.47560975609756095,19/20,CCO_7_PALMAS
Pons,Aina,Avarca_de_Menorca,21,61,67,24,13,17,1,6,56,37,8,0,0,0,0,0,1,1.0,1.0,21,1,16,64,31,57,0.3,10,0,0,3,3,2,18/19,0.064,0.1111111111111111,3.1904761904761907,0.7349397590361446,19/20,Dos_Hermanas
Pont Perelló,Petra,Avarca_de_Menorca,12,24,2,0,-1,3,2,0,8,4,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,2,1.0,0,0,0,0,0,0,18/19,0.0,0.0,0.16666666666666666,0.2891566265060241,19/20,
Porras Estrada,Judith,Dos_Hermanas,22,79,151,74,88,28,9,15,78,126,16,3,0,0,2,2,5,0.58,0.42,17,3,15,70,36,85,0.38,31,6,0,6,6,50,18/19,0.058823529411764705,0.5050505050505051,6.863636363636363,1.0,19/20,Dos_Hermanas
Portero Losilla,Amelia,Logroño,23,57,80,44,41,9,7,4,86,45,10,6,5,6,32,74,43,0.7,0.26,10,0,14,101,31,64,0.29,10,0,0,5,9,6,18/19,0.062111801242236024,0.2,3.4782608695652173,0.7916666666666666,19/20,Haro_Rioja
Prieto,Paula,Madrid_Chamberi,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,3,0,0.0,0,0,0,0,0,0,18/19,,0.0,0.0,0.03488372093023256,19/20,
Prol Bruña,Lucía,Emeve,22,83,292,100,110,20,8,13,117,96,12,34,15,21,201,121,213,0.55,0.35,65,12,63,283,141,255,0.31,14,2,0,0,4,25,18/19,0.045112781954887216,0.5555555555555556,13.272727272727273,1.0,19/20,
Rangel Paez,Melissa Andrea,Logroño,19,42,73,36,61,3,16,3,57,28,7,0,0,0,1,2,1,0.75,0.25,1,2,8,23,19,48,0.48,10,6,0,7,23,18,18/19,0.06140350877192982,0.28125,3.8421052631578947,0.5833333333333334,19/20,
Rodrigues de Souza,Jacqueline,CCO_7_PALMAS,18,65,61,31,37,16,13,8,150,96,14,1,0,0,2,1,0,0.25,0.0,4,2,3,21,12,36,0.46,23,3,0,10,15,11,18/19,0.04713804713804714,0.1774193548387097,3.388888888888889,0.7926829268292683,19/20,CCO_7_PALMAS
Rodríguez Iglesias,Patricia,Barça,28,106,1,0,-23,0,0,0,0,0,0,24,0,12,77,122,241,0.76,0.51,0,0,0,0,1,1,0.5,0,0,0,0,0,0,18/19,,0.0,0.03571428571428571,1.2325581395348837,19/20,
Rodríguez Martín,Esther,Alcobendas,24,90,247,93,90,32,17,17,146,134,21,30,19,35,111,134,254,0.67,0.44,67,11,28,218,61,215,0.36,24,6,2,2,13,11,18/19,0.05722070844686648,0.19642857142857142,10.291666666666666,1.1111111111111112,19/20,Alcobendas
Rodríguez Sanjurjo,María,Emeve,22,82,47,24,24,18,6,17,84,65,10,0,0,0,3,0,0,0.0,0.0,5,1,0,21,7,24,0.41,14,1,1,4,5,13,18/19,0.05,0.35135135135135137,2.1363636363636362,0.9879518072289156,19/20,
